name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Rodon,DEF,Leeds,0.0,0,0,3,0,1.5,348,0.0,0.0,0.0,0.0,67,2,0,3.1,14.8,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,5.8,1,15.0,1,-4174,3293,7467,4.1,True,0,7
Schmidt,DEF,Leeds,0.0,0,0,0,0,0.0,349,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.1,0,0.0,0,-97,0,97,4.0,True,0,7
Aaronson,MID,Leeds,0.0,1,0,20,0,13.8,350,0.0,0.0,0.0,0.0,67,2,0,3.7,6.6,2025-10-04T11:30:00Z,66,18,0,0,0,0,7,0,0.1,1,17.0,5,3,154,151,5.4,True,0,7
Gnonto,MID,Leeds,0.0,0,0,0,0,0.0,351,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.1,0,0.0,0,-226,1,227,5.2,True,0,7
Harrison,MID,Leeds,0.0,0,0,4,0,6.8,352,0.0,0.0,0.0,0.0,67,0,0,1.1,2.2,2025-10-04T11:30:00Z,23,18,0,0,0,0,7,0,0.1,0,2.0,1,-9,80,89,5.2,True,0,7
James,MID,Leeds,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.1,0,0.0,0,-78,80,158,5.3,True,0,7
Ampadu,MID,Leeds,0.0,0,0,16,0,23.1,354,0.0,0.0,0.0,0.0,67,2,0,4.5,20.0,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,0.1,1,2.0,3,-21,111,132,4.9,True,1,7
Greenwood,MID,Leeds,0.0,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-42,0,42,4.9,True,0,7
Gruev,MID,Leeds,0.0,0,0,0,0,0.0,356,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-35,9,44,4.9,True,0,7
Ramazani,MID,Leeds,0.0,0,0,0,0,0.0,357,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-15,0,15,4.9,True,0,7
Tanaka,MID,Leeds,0.0,0,0,10,0,13.5,358,0.0,0.0,0.0,0.0,67,0,0,1.8,4.6,2025-10-04T11:30:00Z,23,18,0,0,0,0,7,0,0.1,0,0.0,1,-51,105,156,4.8,True,0,7
Crew,MID,Leeds,0.0,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-7,0,7,4.5,True,0,7
Gelhardt,MID,Leeds,0.0,0,0,0,0,0.0,360,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-14,0,14,4.5,True,0,7
Gyabi,MID,Leeds,0.0,0,0,0,0,0.0,361,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-34,0,34,4.5,True,0,7
Piroe,FWD,Leeds,0.0,0,0,4,0,3.8,362,0.0,0.0,0.0,0.0,67,0,0,2.6,3.0,2025-10-04T11:30:00Z,11,18,0,0,0,0,7,0,0.5,0,19.0,1,-624,445,1069,5.1,True,0,7
Bamford,FWD,Leeds,0.0,0,0,0,0,0.0,363,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.5,0,0.0,0,-877,0,877,4.9,True,0,7
Mateo Joseph,FWD,Leeds,0.0,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.0,0,0.0,0,-4,0,4,5.0,True,0,7
Nmecha,FWD,Leeds,0.0,0,0,2,0,1.1,365,0.0,0.0,0.0,0.0,67,0,0,0.3,0.0,2025-10-04T11:30:00Z,11,18,0,0,0,0,7,0,0.7,0,2.0,1,-1271,1151,2422,5.0,True,0,7
A.Becker,GKP,Liverpool,0.0,0,0,0,0,0.0,366,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,7.0,0,0.0,0,-22649,100,22749,5.4,False,0,7
Mamardashvili,GKP,Liverpool,0.0,0,0,16,0,0.0,367,0.0,0.0,0.0,0.0,65,2,0,3.1,31.2,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,4,0.8,1,0.0,2,1826,2835,1009,4.3,False,0,7
Pécsi,GKP,Liverpool,0.0,0,0,0,0,0.0,368,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.4,0,0.0,0,122,540,418,3.9,False,0,7
Woodman,GKP,Liverpool,0.0,0,0,0,0,0.0,369,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.2,0,0.0,0,376,629,253,3.9,False,0,7
Frimpong,DEF,Liverpool,0.0,0,0,0,0,0.0,370,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,6.8,0,0.0,0,-9580,1333,10913,5.8,False,0,7
Kerkez,DEF,Liverpool,0.0,0,0,4,0,5.7,371,0.0,0.0,0.0,0.0,65,1,0,1.5,7.6,2025-10-04T16:30:00Z,54,7,0,0,0,0,7,0,4.1,0,2.0,1,-6082,1022,7104,5.8,False,0,7
Robertson,DEF,Liverpool,0.0,0,0,4,0,10.6,372,0.0,0.0,0.0,0.0,65,1,0,3.7,13.8,2025-10-04T16:30:00Z,35,7,0,0,0,0,7,0,1.0,0,13.0,1,-686,185,871,5.8,False,0,7
Virgil,DEF,Liverpool,0.0,0,0,8,0,0.9,373,0.0,0.0,0.0,0.0,65,2,0,2.0,19.0,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,26.9,1,0.0,1,-26310,6635,32945,6.1,False,0,7
Konaté,DEF,Liverpool,0.0,0,0,10,0,0.5,374,0.0,0.0,0.0,0.0,65,1,0,0.9,8.0,2025-10-04T16:30:00Z,55,7,0,0,0,0,7,0,2.8,0,0.0,1,-8218,447,8665,5.5,False,0,7
Bradley,DEF,Liverpool,0.0,0,0,-7,0,4.3,375,0.0,0.0,0.0,0.0,65,1,0,0.4,0.0,2025-10-04T16:30:00Z,45,7,0,0,0,0,7,0,0.1,0,0.0,0,80,352,272,5.0,False,1,7
Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.1,0,0.0,0,-48,119,167,4.9,False,0,7
Tsimikas,DEF,Liverpool,0.0,0,0,0,0,0.0,377,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.1,0,0.0,0,-100,0,100,4.8,False,0,7
Nallo,DEF,Liverpool,0.0,0,0,0,0,0.0,378,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.1,0,0.0,0,-121,32,153,3.9,False,0,7
R.Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.2,0,0.0,0,-171,49,220,3.9,False,0,7
Ramsay,DEF,Liverpool,0.0,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.2,0,0.0,0,-136,73,209,3.9,False,0,7
M.Salah,MID,Liverpool,0.0,0,0,4,0,51.8,381,0.0,0.0,0.0,0.0,65,2,0,6.7,5.6,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,34.7,1,10.0,2,-146804,3964,150768,14.4,False,0,7
Wirtz,MID,Liverpool,0.0,0,0,7,0,12.3,382,0.0,0.0,0.0,0.0,65,1,0,2.5,8.2,2025-10-04T16:30:00Z,45,7,0,0,0,0,7,0,8.3,0,4.0,1,-13040,2394,15434,8.1,False,0,7
Luis Díaz,MID,Liverpool,0.0,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.0,0,0.0,0,-16,0,16,8.0,False,0,7
Gakpo,MID,Liverpool,0.0,0,0,32,0,38.4,384,0.0,0.0,0.0,0.0,65,2,1,12.9,43.2,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,12.3,1,47.0,7,28061,41194,13133,7.5,False,0,7
Chiesa,MID,Liverpool,0.0,0,0,0,0,0.0,385,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.3,0,0.0,0,202,732,530,6.4,False,0,7
Mac Allister,MID,Liverpool,0.0,0,0,14,0,13.9,386,0.0,0.0,0.0,0.0,65,1,0,2.6,9.8,2025-10-04T16:30:00Z,85,7,0,0,0,0,7,0,1.3,1,2.0,2,-113,1526,1639,6.3,False,0,7
Szoboszlai,MID,Liverpool,0.0,0,0,8,0,6.8,387,0.0,0.0,0.0,0.0,65,2,0,2.9,12.0,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,3.7,1,10.0,1,394,6272,5878,6.5,False,1,7
C.Jones,MID,Liverpool,0.0,0,0,2,0,1.2,388,0.0,0.0,0.0,0.0,65,1,0,0.7,1.8,2025-10-04T16:30:00Z,34,7,0,0,0,0,7,0,0.1,0,4.0,1,75,179,104,5.4,False,0,7
Elliott,MID,Aston Villa,0.0,0,0,0,0,0.0,389,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,3,0,0,0,0,7,0,0.4,0,0.0,0,-1275,264,1539,5.4,True,0,7
Gravenberch,MID,Liverpool,0.0,0,0,16,0,1.3,390,0.0,0.0,0.0,0.0,65,2,0,2.1,12.8,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,6.6,1,7.0,2,13387,26248,12861,5.7,False,0,7
Gannon-Doak,MID,Bournemouth,0.0,1,0,16,0,11.0,391,0.0,0.0,0.0,0.0,63,0,0,3.4,19.0,2025-10-03T19:00:00Z,12,10,0,0,0,0,7,0,0.0,1,4.0,4,3,53,50,4.9,True,0,7
Endo,MID,Liverpool,0.0,0,0,4,0,0.2,392,0.0,0.0,0.0,0.0,65,1,0,0.4,4.2,2025-10-04T16:30:00Z,4,7,0,0,0,0,7,0,0.1,0,0.0,1,-250,10,260,4.9,False,0,7
Bajcetic,MID,Liverpool,0.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.0,0,0.0,0,-58,13,71,4.4,False,0,7
McConnell,MID,Liverpool,0.0,0,0,0,0,0.0,394,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.0,0,0.0,0,-41,0,41,4.4,False,0,7
Morton,MID,Liverpool,0.0,0,0,0,0,0.0,395,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.0,0,0.0,0,-1,0,1,4.5,False,0,7
Nyoni,MID,Liverpool,0.0,0,0,0,0,0.0,396,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.3,0,0.0,0,7290,8251,961,4.3,False,0,7
Darwin,FWD,Liverpool,0.0,0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.1,0,0.0,0,-25,0,25,6.5,False,0,7
Danns,FWD,Liverpool,0.0,0,0,0,0,0.0,398,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,7,0,0,0,0,7,0,0.1,0,0.0,0,-406,23,429,4.4,False,0,7
Ederson M.,GKP,Man City,0.0,0,0,0,0,0.0,399,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,1.0,0,0.0,0,-983,0,983,5.3,False,0,7
Ortega Moreno,GKP,Man City,0.0,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.2,0,0.0,0,-99,33,132,4.8,False,0,7
Bettinelli,GKP,Man City,0.0,0,0,0,0,0.0,401,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.1,0,0.0,0,-64,25,89,4.0,False,0,7
Aït-Nouri,DEF,Man City,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,5.2,0,0.0,0,-8653,138,8791,5.8,False,0,7
Gvardiol,DEF,Man City,0.0,1,3,41,1,14.3,403,0.0,0.0,0.0,0.0,64,0,0,7.3,41.4,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,6.0,1,17.0,12,-11210,5702,16912,5.9,False,0,7
Akanji,DEF,Man City,0.0,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.3,0,0.0,0,-286,0,286,5.4,False,0,7
Aké,DEF,Man City,0.0,0,0,0,0,0.0,405,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.7,0,0.0,0,2,408,406,5.4,False,0,7
Khusanov,DEF,Man City,0.0,0,0,0,0,0.0,406,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.3,0,0.0,0,-673,9,682,5.4,False,0,7
Matheus N.,DEF,Man City,0.0,0,0,26,1,8.3,407,0.0,0.0,0.0,0.0,64,0,0,2.4,15.8,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,0.6,1,0.0,5,3590,4153,563,5.3,False,1,7
Rúben,DEF,Man City,0.0,0,1,32,1,7.2,408,0.0,0.0,0.0,0.0,64,0,0,3.4,27.2,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,4.4,1,0.0,9,2848,5648,2800,5.5,False,0,7
Stones,DEF,Man City,0.0,0,0,0,0,0.0,409,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.7,0,0.0,0,-903,272,1175,5.5,False,0,7
Lewis,DEF,Man City,0.0,0,0,0,0,0.0,410,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,1.9,0,0.0,0,-4953,260,5213,4.9,False,0,7
O’Reilly,DEF,Man City,0.0,0,0,31,1,32.4,411,0.0,0.0,0.0,0.0,64,0,0,5.8,21.6,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,0.8,1,4.0,5,8923,9581,658,4.9,False,1,7
Vitor Reis,DEF,Man City,0.0,0,0,0,0,0.0,412,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.0,0,0.0,0,-1,0,1,5.0,False,0,7
Marmoush,MID,Man City,0.0,0,0,0,0,0.0,413,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,2.6,0,0.0,0,-710,1475,2185,8.3,False,0,7
Foden,MID,Man City,0.0,0,0,18,1,38.1,414,0.0,0.0,0.0,0.0,64,0,0,7.0,12.2,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,6.0,1,20.0,3,-15363,5713,21076,8.1,False,0,7
Savinho,MID,Man City,0.0,0,0,11,1,9.0,415,0.0,0.0,0.0,0.0,64,0,0,1.2,1.2,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,0.5,1,2.0,3,1045,1405,360,6.9,False,0,7
Bernardo,MID,Man City,0.0,0,0,4,0,2.0,416,0.0,0.0,0.0,0.0,64,0,0,0.4,1.8,2025-10-05T15:30:00Z,14,5,0,0,0,0,7,0,0.6,0,0.0,1,-829,544,1373,6.3,False,0,7
Cherki,MID,Man City,0.0,0,0,0,0,0.0,417,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,2.0,0,0.0,0,535,2075,1540,6.3,False,0,7
Doku,MID,Man City,0.0,0,0,-1,0,0.2,418,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,14,5,0,0,0,0,7,0,7.6,0,0.0,1,-30867,8817,39684,6.6,False,0,7
Grealish,MID,Everton,0.0,0,3,39,0,4.3,419,0.0,0.0,0.0,0.0,66,1,1,11.7,45.2,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,18.4,1,67.0,10,16762,39777,23015,6.9,True,0,7
Gündoğan,MID,Man City,0.0,0,0,0,0,0.0,420,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.1,0,0.0,0,-50,0,50,6.3,False,0,7
Rodrigo,MID,Man City,0.0,0,0,4,0,12.6,421,0.0,0.0,0.0,0.0,64,0,0,1.5,2.6,2025-10-05T15:30:00Z,21,5,0,0,0,0,7,0,0.5,0,0.0,1,-1963,19,1982,6.3,False,0,7
Kovačić,MID,Man City,0.0,0,0,0,0,0.0,422,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.0,0,0.0,0,68,143,75,5.9,False,0,7
N.Gonzalez,MID,Man City,0.0,0,0,19,1,4.7,423,0.0,0.0,0.0,0.0,64,0,0,1.8,13.6,2025-10-05T15:30:00Z,68,5,0,0,0,0,7,0,0.1,1,0.0,3,138,252,114,5.9,False,0,7
Bobb,MID,Man City,0.0,0,0,20,1,40.5,424,0.0,0.0,0.0,0.0,64,0,0,7.1,11.8,2025-10-05T15:30:00Z,75,5,0,0,0,0,7,0,0.3,1,19.0,3,-463,372,835,5.4,False,0,7
Echeverri,MID,Man City,0.0,0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.0,0,0.0,0,-4,0,4,5.4,False,0,7
McAtee,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.1,0,0.0,0,-138,102,240,5.2,False,0,7
Reijnders,MID,Man City,0.0,0,0,14,1,18.3,427,0.0,0.0,0.0,0.0,64,0,0,5.5,10.8,2025-10-05T15:30:00Z,75,5,0,0,0,0,7,0,31.7,1,26.0,3,-77294,10552,87846,5.8,False,0,7
Nypan,MID,Man City,0.0,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.0,0,0.0,0,-3,0,3,5.0,False,0,7
Phillips,MID,Man City,0.0,0,0,0,0,0.0,429,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,5,0,0,0,0,7,0,0.1,0,0.0,0,-36,58,94,4.9,False,0,7
Haaland,FWD,Man City,0.0,0,2,36,1,3.4,430,0.0,0.0,0.0,0.0,64,0,1,6.2,35.4,2025-10-05T15:30:00Z,90,5,0,0,0,0,7,0,64.9,1,23.0,8,130553,132135,1582,14.6,False,0,7
Bayindir,GKP,Man Utd,0.0,0,0,0,0,0.0,431,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.4,0,0.0,0,-540,124,664,4.9,True,0,7
Onana,GKP,Man Utd,0.0,0,0,0,0,0.0,432,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.2,0,0.0,0,-139,0,139,4.9,True,0,7
Harrison,GKP,Man Utd,0.0,0,0,0,0,0.0,433,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.0,0,0.0,0,0,0,0,4.0,True,0,7
Heaton,GKP,Man Utd,0.0,0,0,0,0,0.0,434,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.3,0,0.0,0,-144,54,198,4.0,True,0,7
Mee,GKP,Man Utd,0.0,0,0,0,0,0.0,435,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-67,15,82,4.0,True,0,7
De Ligt,DEF,Man Utd,0.0,0,2,29,1,0.5,436,0.0,0.0,0.0,0.0,68,0,0,1.7,14.4,2025-10-04T14:00:00Z,90,17,0,0,0,0,7,0,2.7,1,2.0,8,478,2822,2344,5.0,True,0,7
Martinez,DEF,Man Utd,0.0,0,0,0,0,0.0,437,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-49,17,66,4.8,True,0,7
Mazraoui,DEF,Man Utd,0.0,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.2,0,0.0,0,-326,19,345,4.9,True,0,7
D.Leon,DEF,Man Utd,0.0,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-44,24,68,4.3,True,0,7
Dalot,DEF,Man Utd,0.0,1,0,27,1,6.4,440,0.0,0.0,0.0,0.0,68,0,0,1.9,4.2,2025-10-04T14:00:00Z,63,17,0,0,0,0,7,0,0.9,1,8.0,9,285,877,592,4.4,True,0,7
Dorgu,DEF,Man Utd,0.0,0,0,6,0,10.1,441,0.0,0.0,0.0,0.0,68,0,0,1.7,4.4,2025-10-04T14:00:00Z,26,17,0,0,0,0,7,0,4.0,0,2.0,1,-8634,779,9413,4.4,True,0,7
Maguire,DEF,Man Utd,0.0,0,0,3,0,0.0,442,0.0,0.0,0.0,0.0,68,0,0,0.0,0.2,2025-10-04T14:00:00Z,5,17,0,0,0,0,7,0,0.7,0,0.0,1,2115,2874,759,4.4,True,0,7
Shaw,DEF,Man Utd,0.0,0,0,23,1,1.1,443,0.0,0.0,0.0,0.0,68,0,0,1.0,8.6,2025-10-04T14:00:00Z,90,17,0,0,0,0,7,0,0.3,1,0.0,6,288,621,333,4.5,True,0,7
Yoro,DEF,Man Utd,0.0,0,0,26,1,0.3,444,0.0,0.0,0.0,0.0,68,0,0,2.2,12.4,2025-10-04T14:00:00Z,84,17,0,0,0,0,7,0,1.9,1,9.0,6,-1606,1058,2664,4.5,True,0,7
Amass,DEF,Man Utd,0.0,0,0,0,0,0.0,445,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-92,0,92,4.0,True,0,7
Fredricson,DEF,Man Utd,0.0,0,0,0,0,0.0,446,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-89,40,129,3.9,True,0,7
Heaven,DEF,Man Utd,0.0,0,0,0,0,0.0,447,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,1.0,0,0.0,0,-2165,92,2257,3.9,True,0,7
Malacia,DEF,Man Utd,0.0,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.4,0,0.0,0,-331,183,514,3.9,True,0,7
B.Fernandes,MID,Man Utd,0.0,0,0,17,1,37.9,449,0.0,0.0,0.0,0.0,68,0,0,6.9,18.2,2025-10-04T14:00:00Z,90,17,0,0,0,0,7,0,16.7,1,13.0,3,-7605,14638,22243,8.9,True,0,7
Cunha,MID,Man Utd,0.0,0,0,2,0,1.3,450,0.0,0.0,0.0,0.0,68,0,0,3.2,1.0,2025-10-04T14:00:00Z,25,17,0,0,0,0,7,0,3.7,0,30.0,1,-2586,2448,5034,7.9,True,0,7
Rashford,MID,Man Utd,0.0,0,0,0,0,0.0,451,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.0,0,0.0,0,-4,0,4,7.0,True,0,7
Amad,MID,Man Utd,0.0,0,0,21,1,34.5,452,0.0,0.0,0.0,0.0,68,0,0,8.3,18.4,2025-10-04T14:00:00Z,90,17,0,0,0,0,7,0,1.2,1,30.0,3,1133,2394,1261,6.3,True,0,7
Garnacho,MID,Chelsea,0.0,0,0,8,0,5.0,453,0.0,0.0,0.0,0.0,65,1,0,1.6,1.8,2025-10-04T16:30:00Z,74,12,0,0,0,0,7,0,0.4,1,9.0,2,-93,1196,1289,6.4,True,0,7
Antony,MID,Man Utd,0.0,0,0,0,0,0.0,454,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-41,0,41,5.9,True,0,7
Mount,MID,Man Utd,0.0,0,2,29,1,13.7,455,0.0,0.0,0.0,0.0,68,0,1,7.4,36.8,2025-10-04T14:00:00Z,64,17,0,0,0,0,7,0,0.3,1,23.0,10,1263,1797,534,5.9,True,0,7
Sancho,MID,Aston Villa,0.0,0,0,0,0,0.0,456,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,3,0,0,0,0,7,0,0.2,0,0.0,0,-73,296,369,5.9,True,0,7
Casemiro,MID,Man Utd,0.0,0,0,11,1,3.7,457,0.0,0.0,0.0,0.0,68,0,0,2.2,15.0,2025-10-04T14:00:00Z,84,17,0,0,0,0,7,0,0.2,1,3.0,4,326,682,356,5.5,True,1,7
Mainoo,MID,Man Utd,0.0,0,0,3,0,0.2,458,0.0,0.0,0.0,0.0,68,0,0,0.3,2.4,2025-10-04T14:00:00Z,13,17,0,0,0,0,7,0,0.5,0,0.0,1,-256,534,790,4.8,True,0,7
Ugarte,MID,Man Utd,0.0,0,0,3,0,0.0,459,0.0,0.0,0.0,0.0,68,0,0,0.0,0.2,2025-10-04T14:00:00Z,5,17,0,0,0,0,7,0,0.1,0,0.0,1,101,340,239,4.8,True,0,7
