name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Neto,MID,Chelsea,0.0,0,0,7,0,2.4,236,0.0,0.0,0.0,0.0,65,1,0,0.9,1.4,2025-10-04T16:30:00Z,74,12,0,0,0,0,7,0,4.1,1,5.0,2,48403,51776,3373,7.0,True,0,7
Enzo,MID,Chelsea,0.0,0,0,7,0,14.8,237,0.0,0.0,0.0,0.0,65,1,0,5.1,13.2,2025-10-04T16:30:00Z,90,12,0,0,0,0,7,0,14.1,1,23.0,2,-70615,10110,80725,6.7,True,0,7
Estêvão,MID,Chelsea,0.0,0,2,33,0,33.5,238,0.0,0.0,0.0,0.0,65,0,1,13.2,46.4,2025-10-04T16:30:00Z,15,12,0,0,0,0,7,0,2.4,1,52.0,8,4468,9274,4806,6.5,True,0,7
Gittens,MID,Chelsea,0.0,0,0,5,0,0.9,239,0.0,0.0,0.0,0.0,65,0,0,2.4,9.6,2025-10-04T16:30:00Z,15,12,0,0,0,0,7,0,0.1,0,13.0,1,-28,177,205,6.2,True,0,7
Nkunku,MID,Chelsea,0.0,0,0,0,0,0.0,240,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.1,0,0.0,0,-53,0,53,5.9,True,0,7
Caicedo,MID,Chelsea,0.0,0,3,35,0,6.3,241,0.0,0.0,0.0,0.0,65,1,1,7.1,49.0,2025-10-04T16:30:00Z,90,12,0,0,0,0,7,0,15.9,1,16.0,10,52052,72550,20498,5.8,True,0,7
Dewsbury-Hall,MID,Everton,0.0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,3.4,0,0.0,0,-3516,1814,5330,5.0,True,0,7
George,MID,Chelsea,0.0,0,0,0,0,0.0,243,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.1,0,0.0,0,-23,70,93,4.9,True,0,7
Lavia,MID,Chelsea,0.0,0,0,6,0,3.0,244,0.0,0.0,0.0,0.0,65,1,0,1.0,6.8,2025-10-04T16:30:00Z,35,12,0,0,0,0,7,0,0.0,0,0.0,1,163,249,86,4.9,True,0,7
Mudryk,MID,Chelsea,0.0,0,0,0,0,0.0,245,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.0,0,0.0,0,-2,16,18,5.0,True,0,7
Andrey Santos,MID,Chelsea,0.0,0,0,0,0,0.0,246,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.3,0,0.0,0,743,1342,599,4.5,True,0,7
D.Essugo,MID,Chelsea,0.0,0,0,0,0,0.0,247,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.0,0,0.0,0,-47,7,54,4.4,True,0,7
Paez,MID,Chelsea,0.0,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.0,0,0.0,0,-3,0,3,4.5,True,0,7
João Pedro,FWD,Chelsea,0.0,0,0,4,0,1.9,249,0.0,0.0,0.0,0.0,65,1,0,0.4,0.0,2025-10-04T16:30:00Z,73,12,0,0,0,0,7,0,59.5,1,4.0,2,-161288,31834,193122,7.6,True,0,7
Delap,FWD,Chelsea,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.9,0,0.0,0,-1019,33,1052,6.2,True,0,7
N.Jackson,FWD,Chelsea,0.0,0,0,0,0,0.0,251,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,12,0,0,0,0,7,0,0.1,0,0.0,0,-50,0,50,6.5,True,0,7
Marc Guiu,FWD,Chelsea,0.0,0,0,1,0,0.0,252,0.0,0.0,0.0,0.0,65,0,0,0.1,0.0,2025-10-04T16:30:00Z,16,12,0,0,0,0,7,0,7.3,0,4.0,1,-9817,8307,18124,4.3,True,0,7
Henderson,GKP,Crystal Palace,0.0,0,0,18,0,0.0,253,0.0,0.0,0.0,0.0,66,2,0,4.2,42.4,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,5,7.8,1,0.0,2,-8721,2026,10747,5.0,False,0,7
Benitez,GKP,Crystal Palace,0.0,0,0,0,0,0.0,254,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.3,0,0.0,0,-186,62,248,4.0,False,0,7
Matthews,GKP,Crystal Palace,0.0,0,0,0,0,0.0,255,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.1,0,0.0,0,-76,17,93,4.0,False,0,7
Muñoz,DEF,Crystal Palace,0.0,0,0,20,0,1.3,256,0.0,0.0,0.0,0.0,66,2,1,7.8,56.0,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,13.0,1,21.0,8,23237,29275,6038,5.6,False,1,7
Lacroix,DEF,Crystal Palace,0.0,0,0,3,0,14.5,257,0.0,0.0,0.0,0.0,66,2,0,3.4,17.6,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,4.0,1,2.0,3,-10590,1090,11680,5.1,False,0,7
Mitchell,DEF,Crystal Palace,0.0,0,0,6,0,2.8,258,0.0,0.0,0.0,0.0,66,2,0,3.8,13.8,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,2.4,1,21.0,1,-5652,1025,6677,5.0,False,0,7
Sosa,DEF,Crystal Palace,0.0,0,0,0,0,0.0,259,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.1,0,0.0,0,-109,51,160,4.9,False,0,7
Guéhi,DEF,Crystal Palace,0.0,0,0,7,0,3.6,260,0.0,0.0,0.0,0.0,66,2,0,6.7,26.8,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,31.8,1,37.0,3,10546,28095,17549,4.9,False,0,7
Richards,DEF,Crystal Palace,0.0,0,0,11,0,10.7,261,0.0,0.0,0.0,0.0,66,2,0,4.4,26.0,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,3.3,1,7.0,3,-1223,2586,3809,4.5,False,0,7
Chadi Riad,DEF,Crystal Palace,0.0,0,0,0,0,0.0,262,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,0,5,5,4.0,False,0,7
Clyne,DEF,Crystal Palace,0.0,0,0,0,0,0.0,263,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.5,0,0.0,0,-446,160,606,3.9,False,0,7
Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,264,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-23,0,23,4.0,False,0,7
Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0.0,265,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-9,4,13,4.0,False,0,7
Eze,MID,Arsenal,0.0,1,0,22,1,6.8,266,0.0,0.0,0.0,0.0,61,0,0,4.7,5.6,2025-10-04T14:00:00Z,78,19,0,0,0,0,7,0,14.0,1,35.0,6,-16242,13173,29415,7.6,True,0,7
Sarr,MID,Crystal Palace,0.0,1,2,26,0,32.1,267,0.0,0.0,0.0,0.0,66,1,0,7.6,35.6,2025-10-05T13:00:00Z,88,9,0,0,0,0,7,0,8.3,1,8.0,7,9429,22318,12889,6.5,False,0,7
Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0.0,268,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,1,4,3,4.9,False,0,7
Esse,MID,Crystal Palace,0.0,0,0,0,0,0.0,269,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.1,0,0.0,0,-128,93,221,4.8,False,0,7
Hughes,MID,Crystal Palace,0.0,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.1,0,0.0,0,-137,70,207,4.9,False,0,7
Kamada,MID,Crystal Palace,0.0,0,0,14,0,2.9,271,0.0,0.0,0.0,0.0,66,1,0,2.0,14.4,2025-10-05T13:00:00Z,81,9,0,0,0,0,7,0,0.2,1,3.0,4,-169,275,444,5.0,False,0,7
Lerma,MID,Crystal Palace,0.0,0,0,4,0,0.0,272,0.0,0.0,0.0,0.0,66,1,0,0.3,3.4,2025-10-05T13:00:00Z,8,9,0,0,0,0,7,0,0.1,0,0.0,1,-57,27,84,4.9,False,0,7
Wharton,MID,Crystal Palace,0.0,0,0,14,0,28.8,273,0.0,0.0,0.0,0.0,66,2,0,4.2,11.6,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,0.5,1,2.0,3,431,1462,1031,5.0,False,1,7
Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0.0,274,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.1,0,0.0,0,-34,39,73,4.4,False,0,7
Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0.0,275,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-21,66,87,4.4,False,0,7
Devenny,MID,Crystal Palace,0.0,0,0,-1,0,0.0,276,0.0,0.0,0.0,0.0,66,1,0,3.7,0.0,2025-10-05T13:00:00Z,2,9,0,0,0,0,7,0,1.3,0,37.0,1,-1156,1089,2245,4.4,False,0,7
Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,277,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-4,0,4,4.5,False,0,7
J.Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,278,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-112,0,112,4.4,False,0,7
M.França,MID,Crystal Palace,0.0,0,0,0,0,0.0,279,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-9,0,9,4.5,False,0,7
Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,280,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-1,0,1,4.5,False,0,7
Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,281,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,0,60,60,4.5,False,0,7
Umeh,MID,Crystal Palace,0.0,0,0,0,0,0.0,282,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.0,0,0.0,0,-14,0,14,4.5,False,0,7
Mateta,FWD,Crystal Palace,0.0,0,0,3,1,1.6,283,0.0,0.0,0.0,0.0,66,0,0,3.7,6.4,2025-10-05T13:00:00Z,69,9,0,0,0,0,7,0,11.3,1,29.0,2,157597,167823,10226,7.5,False,0,7
Nketiah,FWD,Crystal Palace,0.0,0,0,2,0,0.1,284,0.0,0.0,0.0,0.0,66,2,0,0.0,0.0,2025-10-05T13:00:00Z,20,9,0,0,0,0,7,0,0.5,0,0.0,1,-168,2203,2371,5.4,False,0,7
Édouard,FWD,Crystal Palace,0.0,0,0,0,0,0.0,285,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.3,0,0.0,0,-409,0,409,5.0,False,0,7
Marsh,FWD,Crystal Palace,0.0,0,0,0,0,0.0,286,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,9,0,0,0,0,7,0,0.3,0,0.0,0,-296,534,830,4.5,False,0,7
Pickford,GKP,Everton,0.0,0,0,19,0,0.0,287,0.0,0.0,0.0,0.0,66,1,0,4.3,42.6,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,5,10.2,1,0.0,3,-6368,2706,9074,5.5,True,0,7
Travers,GKP,Everton,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-68,20,88,4.4,True,0,7
Tyrer,GKP,Everton,0.0,0,0,0,0,0.0,289,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-66,20,86,4.0,True,0,7
Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,290,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.2,0,0.0,0,-124,43,167,5.3,True,0,7
Tarkowski,DEF,Everton,0.0,0,1,22,0,16.9,291,0.0,0.0,0.0,0.0,66,1,0,6.0,34.6,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,7.2,1,8.0,5,-6522,2171,8693,5.5,True,0,7
Mykolenko,DEF,Everton,0.0,0,0,11,0,13.2,292,0.0,0.0,0.0,0.0,66,1,0,4.2,20.0,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,0.4,1,9.0,4,-151,311,462,4.9,True,0,7
O'Brien,DEF,Everton,0.0,0,1,22,0,19.1,293,0.0,0.0,0.0,0.0,66,1,0,7.0,29.4,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,0.5,1,21.0,5,-419,235,654,5.0,True,0,7
Coleman,DEF,Everton,0.0,0,0,4,0,0.0,294,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,1,8,0,0,0,0,7,0,0.1,0,0.0,1,-116,36,152,4.4,True,0,7
Keane,DEF,Everton,0.0,0,0,9,0,0.4,295,0.0,0.0,0.0,0.0,66,1,0,3.2,20.6,2025-10-05T13:00:00Z,64,8,0,0,0,0,7,0,0.9,1,11.0,4,272,1858,1586,4.5,True,0,7
Patterson,DEF,Everton,0.0,0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.0,0,0.0,0,-61,1,62,4.4,True,0,7
Dixon,DEF,Everton,0.0,0,0,0,0,0.0,297,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.2,0,0.0,0,-131,49,180,3.9,True,0,7
Welch,DEF,Everton,0.0,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-106,32,138,3.9,True,0,7
Ndiaye,MID,Everton,0.0,0,1,22,0,21.4,299,0.0,0.0,0.0,0.0,66,1,1,8.8,44.0,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,10.7,1,23.0,7,28070,34278,6208,6.5,True,1,7
McNeil,MID,Everton,0.0,0,0,0,0,0.0,300,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-23,166,189,5.6,True,0,7
Alcaraz,MID,Everton,0.0,0,0,6,0,15.9,301,0.0,0.0,0.0,0.0,66,0,0,4.5,8.6,2025-10-05T13:00:00Z,45,8,0,0,0,0,7,0,0.1,0,20.0,1,18,132,114,5.2,True,0,7
Gana,MID,Everton,0.0,0,0,12,0,7.3,302,0.0,0.0,0.0,0.0,66,1,0,1.1,3.8,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,0.1,1,0.0,2,94,406,312,5.4,True,0,7
Garner,MID,Everton,0.0,0,0,20,0,34.8,303,0.0,0.0,0.0,0.0,66,1,0,6.1,22.6,2025-10-05T13:00:00Z,90,8,0,0,0,0,7,0,1.0,1,4.0,1,183,2027,1844,5.0,True,1,7
Iroegbunam,MID,Everton,0.0,1,0,14,0,0.5,304,0.0,0.0,0.0,0.0,66,0,0,0.5,2.6,2025-10-05T13:00:00Z,25,8,0,0,0,0,7,0,0.0,1,2.0,4,-23,17,40,4.9,True,0,7
Armstrong,MID,Everton,0.0,0,0,0,0,0.0,305,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-94,0,94,4.5,True,0,7
Bates,MID,Everton,0.0,0,0,0,0,0.0,306,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-19,91,110,4.5,True,0,7
Ebere,MID,Everton,0.0,0,0,0,0,0.0,307,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.0,0,0.0,0,38,87,49,4.4,True,0,7
Heath,MID,Everton,0.0,0,0,0,0,0.0,308,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.0,0,0.0,0,-20,0,20,4.5,True,0,7
Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,309,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.0,0,0.0,0,0,0,0,4.5,True,0,7
Barry,FWD,Everton,0.0,0,0,-2,0,10.8,310,0.0,0.0,0.0,0.0,66,1,0,1.5,4.0,2025-10-05T13:00:00Z,45,8,0,0,0,0,7,0,0.3,0,0.0,1,-370,310,680,5.7,True,0,7
Beto,FWD,Everton,0.0,0,0,-2,0,13.0,311,0.0,0.0,0.0,0.0,66,0,0,6.2,10.4,2025-10-05T13:00:00Z,45,8,0,0,0,0,7,0,3.8,0,39.0,1,-7784,4430,12214,5.3,True,0,7
Y.Chermiti,FWD,Everton,0.0,0,0,0,0,0.0,312,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.1,0,0.0,0,-71,0,71,4.9,True,0,7
Sherif,FWD,Everton,0.0,0,0,0,0,0.0,313,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,8,0,0,0,0,7,0,0.2,0,0.0,0,-249,0,249,4.4,True,0,7
Leno,GKP,Fulham,0.0,0,0,4,0,0.0,314,0.0,0.0,0.0,0.0,63,3,0,2.3,22.8,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,3,1.4,1,0.0,2,-724,529,1253,5.0,False,0,7
Benda,GKP,Fulham,0.0,0,0,0,0,0.0,315,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.0,0,0.0,0,-1,0,1,4.0,False,0,7
Robinson,DEF,Fulham,0.0,0,0,0,0,0.0,316,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.6,0,0.0,0,-3713,16,3729,5.0,False,0,7
Andersen,DEF,Fulham,0.0,0,0,6,0,0.9,317,0.0,0.0,0.0,0.0,63,3,0,3.5,34.4,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,3.9,1,0.0,3,-11434,604,12038,4.5,False,0,7
Bassey,DEF,Fulham,0.0,0,0,1,0,1.2,318,0.0,0.0,0.0,0.0,63,3,0,1.8,16.6,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,0.5,1,0.0,1,-391,442,833,4.5,False,0,7
Castagne,DEF,Fulham,0.0,0,0,5,0,12.5,319,0.0,0.0,0.0,0.0,63,3,0,3.0,12.6,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,0.1,1,5.0,1,5,114,109,4.4,False,0,7
Diop,DEF,Fulham,0.0,0,0,5,0,0.8,320,0.0,0.0,0.0,0.0,63,2,0,1.9,18.2,2025-10-03T19:00:00Z,85,4,0,0,0,0,7,0,0.1,1,0.0,2,-13,41,54,4.4,False,1,7
J.Cuenca,DEF,Fulham,0.0,0,0,0,0,0.0,321,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.0,0,0.0,0,3,33,30,4.4,False,0,7
Tete,DEF,Fulham,0.0,0,0,0,0,0.0,322,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.1,0,0.0,0,-189,48,237,4.5,False,0,7
Amissah,DEF,Fulham,0.0,0,0,0,0,0.0,323,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.1,0,0.0,0,-73,43,116,3.9,False,0,7
Iwobi,MID,Fulham,0.0,0,0,15,0,38.4,324,0.0,0.0,0.0,0.0,63,2,0,6.3,13.8,2025-10-03T19:00:00Z,85,4,0,0,0,0,7,0,1.5,1,11.0,2,-1434,2022,3456,6.5,False,0,7
Smith Rowe,MID,Fulham,0.0,0,0,3,0,2.3,325,0.0,0.0,0.0,0.0,63,1,0,0.3,0.6,2025-10-03T19:00:00Z,4,4,0,0,0,0,7,0,0.5,0,0.0,1,-732,278,1010,5.7,False,0,7
Adama,MID,Fulham,0.0,0,0,4,0,0.9,326,0.0,0.0,0.0,0.0,63,1,0,0.5,2.2,2025-10-03T19:00:00Z,4,4,0,0,0,0,7,0,0.2,0,2.0,1,-35,173,208,5.2,False,0,7
Andreas,MID,Fulham,0.0,0,0,0,0,0.0,327,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.1,0,0.0,0,-78,0,78,5.3,False,0,7
Sessegnon,MID,Fulham,0.0,0,2,34,0,16.9,328,0.0,0.0,0.0,0.0,63,3,1,9.0,45.8,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,0.1,1,27.0,9,503,797,294,5.4,False,0,7
Wilson,MID,Fulham,0.0,0,0,12,1,16.7,329,0.0,0.0,0.0,0.0,63,0,0,4.6,10.4,2025-10-03T19:00:00Z,66,4,0,0,0,0,7,0,0.4,1,19.0,3,460,1077,617,5.3,False,0,7
Berge,MID,Fulham,0.0,0,0,12,0,4.1,330,0.0,0.0,0.0,0.0,63,3,0,1.3,8.8,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,0.1,1,0.0,2,20,79,59,4.9,False,0,7
Cairney,MID,Fulham,0.0,0,0,11,0,20.4,331,0.0,0.0,0.0,0.0,63,3,0,3.5,1.2,2025-10-03T19:00:00Z,76,4,0,0,0,0,7,0,0.0,1,13.0,2,-47,7,54,4.9,False,0,7
Lukić,MID,Fulham,0.0,0,0,4,0,0.0,332,0.0,0.0,0.0,0.0,63,0,0,0.6,6.0,2025-10-03T19:00:00Z,13,4,0,0,0,0,7,0,0.1,0,0.0,1,-262,6,268,5.0,False,0,7
Godo,MID,Fulham,0.0,0,0,0,0,0.0,333,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.0,0,0.0,0,-41,0,41,4.5,False,0,7
Harris,MID,Fulham,0.0,0,0,0,0,0.0,334,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.0,0,0.0,0,0,0,0,4.5,False,0,7
King,MID,Fulham,0.0,0,0,8,1,1.7,335,0.0,0.0,0.0,0.0,63,0,0,1.0,1.4,2025-10-03T19:00:00Z,66,4,0,0,0,0,7,0,4.0,1,7.0,3,2240,8521,6281,4.5,False,0,7
Reed,MID,Fulham,0.0,0,0,0,0,0.0,336,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.3,0,0.0,0,-207,190,397,4.4,False,0,7
Raúl,FWD,Fulham,0.0,0,0,0,0,0.0,337,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,0.8,0,0.0,0,-643,820,1463,6.2,False,0,7
Muniz,FWD,Fulham,0.0,0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,4,0,0,0,0,7,0,1.3,0,0.0,0,-6844,81,6925,5.4,False,0,7
Meslier,GKP,Leeds,0.0,0,0,0,0,0.0,339,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.4,0,0.0,0,-445,91,536,4.3,True,0,7
Cairns,GKP,Leeds,0.0,0,0,0,0,0.0,340,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.2,0,0.0,0,-89,28,117,4.0,True,0,7
Darlow,GKP,Leeds,0.0,0,0,4,0,0.0,341,0.0,0.0,0.0,0.0,67,2,0,1.1,10.6,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,1,2.5,1,0.0,1,-314,1455,1769,4.0,True,0,7
Bogle,DEF,Leeds,0.0,0,0,7,0,6.2,342,0.0,0.0,0.0,0.0,67,2,0,2.6,19.0,2025-10-04T11:30:00Z,88,18,0,0,0,0,7,0,0.2,1,1.0,3,-197,191,388,4.5,True,0,7
Struijk,DEF,Leeds,0.0,0,0,2,0,1.4,343,0.0,0.0,0.0,0.0,67,2,0,2.3,6.8,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,0.4,1,15.0,1,-722,167,889,4.5,True,0,7
Bijol,DEF,Leeds,0.0,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.1,0,0.0,0,-139,76,215,3.9,True,0,7
Bornauw,DEF,Leeds,0.0,0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.1,0,0.0,0,-45,27,72,3.9,True,0,7
Byram,DEF,Leeds,0.0,0,0,0,0,0.0,346,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,18,0,0,0,0,7,0,0.3,0,0.0,0,-281,87,368,3.9,True,0,7
Gudmundsson,DEF,Leeds,0.0,0,0,5,0,5.2,347,0.0,0.0,0.0,0.0,67,2,0,1.7,12.2,2025-10-04T11:30:00Z,78,18,0,0,0,0,7,0,5.5,1,0.0,1,-7002,1472,8474,4.0,True,0,7
